InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,is_guest,LineRevenue
540137,21977,PACK OF 60 DINOSAUR CAKE CASES,20,2010-06-11 12:29:00,1.32,14980,United Kingdom,0,26.400000000000002
551190,85099C,JUMBO  BAG BAROQUE BLACK WHITE,47,2011-11-20 10:20:00,3.69,13483,United Kingdom,0,173.43
557239,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-25 13:42:00,12.61,19720,United Kingdom,0,25.22
551250,M,Manual,17,2011-12-20 13:34:00,11.9,19211,United Kingdom,0,202.3
551318,22632,HAND WARMER RED POLKA DOT,3,2010-10-22 10:12:00,2.26,18280,EIRE,0,6.779999999999999
553978,22423,REGENCY CAKESTAND 3 TIER,7,2010-01-22 14:04:00,19.73,19343,Belgium,0,138.11
537367,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-07-31 17:14:00,3.71,18287,United Kingdom,0,18.55
539590,47566B,TEA TIME PARTY BUNTING,22,2011-12-24 11:01:00,9.46,16898,United Kingdom,0,208.12
557604,POST,POSTAGE,24,2011-01-11 12:41:00,1.95,14960,United Kingdom,0,46.8
541462,84406B,CREAM CUPID HEARTS COAT HANGER,11,2011-02-05 10:46:00,2.25,15825,Germany,0,24.75
545666,POST,POSTAGE,16,2010-06-20 13:06:00,3.21,14696,United Kingdom,0,51.36
549458,21232,STRAWBERRY CERAMIC TRINKET BOX,13,2011-07-12 18:26:00,2.49,17135,Germany,0,32.370000000000005
537392,22632,HAND WARMER RED POLKA DOT,12,2011-07-12 11:22:00,3.63,17853,Netherlands,0,43.56
548284,POST,POSTAGE,3,2011-01-14 14:31:00,1.7,18908,United Kingdom,0,5.1
537643,22633,HAND WARMER UNION JACK,1,2011-10-09 14:26:00,2.86,12620,Netherlands,0,2.86
544968,22752,SET 7 BABUSHKA NESTING BOXES,19,2010-04-29 17:48:00,9.81,16647,Germany,0,186.39000000000001
547378,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-11-18 11:04:00,1.89,13490,Germany,0,17.009999999999998
536457,84406B,CREAM CUPID HEARTS COAT HANGER,15,2011-09-30 15:45:00,1.82,13745,United Kingdom,0,27.3
544140,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2010-12-23 13:52:00,5.04,13669,United Kingdom,0,90.72
537207,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-04-25 09:41:00,1.31,17246,United Kingdom,0,13.100000000000001
556050,20727,LUNCH BAG  BLACK SKULL,7,2010-01-07 12:40:00,2.28,14198,United Kingdom,0,15.959999999999999
541776,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-06-18 13:41:00,5.32,17090,United Kingdom,0,5.32
556539,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-11-23 14:41:00,2.76,18129,United Kingdom,0,19.32
540720,20727,LUNCH BAG  BLACK SKULL,8,2010-11-01 16:55:00,4.03,19289,United Kingdom,0,32.24
554009,22632,HAND WARMER RED POLKA DOT,14,2010-02-26 14:16:00,4.76,15521,United Kingdom,0,66.64
546958,22557,PLASTERS IN TIN CIRCUS PARADE,5,2011-07-30 09:45:00,1.96,13256,United Kingdom,0,9.8
544577,47566B,TEA TIME PARTY BUNTING,7,2011-03-02 11:42:00,5.58,12840,United Kingdom,0,39.06
537557,47566B,TEA TIME PARTY BUNTING,6,2010-08-30 18:10:00,5.37,18135,United Kingdom,0,32.22
538668,85099B,JUMBO BAG RED RETROSPOT,4,2010-01-13 14:01:00,5.08,19033,United Kingdom,0,20.32
557786,M,Manual,6,2010-02-11 13:18:00,19.73,14499,United Kingdom,0,118.38
538996,21977,PACK OF 60 DINOSAUR CAKE CASES,2,2011-10-20 17:22:00,1.62,13321,Germany,0,3.24
550184,22554,PLASTERS IN TIN SKULLS,9,2011-01-24 09:43:00,3.77,13264,EIRE,0,33.93
554042,71053,WHITE METAL LANTERN,8,2011-12-01 13:55:00,5.07,14673,United Kingdom,0,40.56
548280,85123B,IVORY HANGING HEART T-LIGHT HOLDER,9,2011-05-23 18:36:00,3.81,19818,United Kingdom,0,34.29
557348,22423,REGENCY CAKESTAND 3 TIER,9,2010-06-24 16:49:00,12.47,15968,United Kingdom,0,112.23
553214,M,Manual,6,2011-04-01 17:14:00,19.73,18996,United Kingdom,0,118.38
544632,23343,JUMBO BAG OWLS,26,2011-10-21 13:15:00,4.28,13107,United Kingdom,0,111.28
540346,23343,JUMBO BAG OWLS,4,2011-02-23 18:38:00,2.89,14857,Germany,0,11.56
538378,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-05-15 15:20:00,2.72,14466,United Kingdom,0,21.76
538425,84406B,CREAM CUPID HEARTS COAT HANGER,11,2010-01-08 15:16:00,3.97,17050,United Kingdom,0,43.67
558026,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2010-10-21 12:25:00,1.2,19819,United Kingdom,0,15.6
553200,22551,PLASTERS IN TIN WOODLAND ANIMALS,14,2010-10-03 17:43:00,4.02,13796,United Kingdom,0,56.279999999999994
541166,22469,HEART OF WICKER SMALL,15,2010-09-30 15:38:00,3.51,13587,United Kingdom,0,52.65
538103,22551,PLASTERS IN TIN WOODLAND ANIMALS,5,2010-01-31 13:17:00,2.75,13715,France,0,13.75
540879,22386,JUMBO BAG PINK POLKADOT,8,2011-11-20 14:03:00,4.02,16772,EIRE,0,32.16
543002,22551,PLASTERS IN TIN WOODLAND ANIMALS,6,2010-07-08 14:20:00,1.94,15786,United Kingdom,0,11.64
543397,47566B,TEA TIME PARTY BUNTING,2,2011-08-10 15:34:00,9.69,19890,United Kingdom,0,19.38
554986,23166,MEDIUM CERAMIC TOP STORAGE JAR,55,2011-05-28 11:52:00,4.9,16060,United Kingdom,0,269.5
541793,M,Manual,7,2011-08-21 10:13:00,2.66,18124,United Kingdom,0,18.62
548397,22632,HAND WARMER RED POLKA DOT,3,2010-11-09 11:54:00,2.3,14417,United Kingdom,0,6.8999999999999995
549024,22554,PLASTERS IN TIN SKULLS,34,2011-02-27 10:27:00,3.87,14969,United Kingdom,0,131.58
554077,84029E,RED WOOLLY HOTTIE WHITE HEART,92,2010-08-24 17:18:00,4.88,15231,United Kingdom,0,448.96
550689,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-02-17 17:43:00,1.15,16230,United Kingdom,0,3.4499999999999997
540652,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-09-09 14:01:00,2.38,16735,United Kingdom,0,19.04
552706,M,Manual,3,2010-10-11 13:50:00,19.73,18572,Netherlands,0,59.19
543787,22470,HEART OF WICKER LARGE,5,2010-12-28 13:00:00,3.25,13435,United Kingdom,0,16.25
539746,22551,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-01-06 16:27:00,2.91,14827,United Kingdom,0,5.82
537365,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-11-05 15:00:00,1.43,18953,United Kingdom,0,11.44
539159,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-12-17 17:33:00,12.47,19991,United Kingdom,0,99.76
554882,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-06-01 10:22:00,0.65,15960,United Kingdom,0,1.3
547538,22632,HAND WARMER RED POLKA DOT,3,2011-11-10 13:38:00,4.71,17882,United Kingdom,0,14.129999999999999
545857,21232,STRAWBERRY CERAMIC TRINKET BOX,32,2011-12-16 17:52:00,2.23,16269,United Kingdom,0,71.36
545502,22551,PLASTERS IN TIN WOODLAND ANIMALS,15,2011-12-05 16:42:00,3.95,15904,United Kingdom,0,59.25
555903,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2011-12-18 12:44:00,1.64,14599,United Kingdom,0,27.88
544445,85123B,IVORY HANGING HEART T-LIGHT HOLDER,14,2010-08-29 12:11:00,1.7,13251,Germany,0,23.8
555429,22469,HEART OF WICKER SMALL,3,2011-06-13 15:09:00,2.4,15520,United Kingdom,0,7.199999999999999
540351,22752,SET 7 BABUSHKA NESTING BOXES,35,2011-01-01 13:47:00,10.79,17806,France,0,377.65
546829,22632,HAND WARMER RED POLKA DOT,2,2011-09-09 14:21:00,2.77,12976,United Kingdom,0,5.54
548592,20727,LUNCH BAG  BLACK SKULL,43,2010-01-10 18:36:00,1.8,19688,United Kingdom,0,77.4
551912,22469,HEART OF WICKER SMALL,5,2011-10-25 16:59:00,4.04,18110,United Kingdom,0,20.2
544353,23343,JUMBO BAG OWLS,19,2011-12-26 16:37:00,2.1,16287,United Kingdom,0,39.9
556251,21232,STRAWBERRY CERAMIC TRINKET BOX,17,2010-10-31 16:31:00,1.85,17023,United Kingdom,0,31.450000000000003
556784,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2010-10-10 16:30:00,3.95,13928,Norway,0,35.550000000000004
550737,22554B,PLASTERS IN TIN VINTAGE STAR,25,2011-07-16 09:39:00,3.55,16537,EIRE,0,88.75
549880,22470,HEART OF WICKER LARGE,6,2010-12-27 10:39:00,6.2,15530,United Kingdom,0,37.2
541248,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2011-09-06 13:01:00,3.6,13090,United Kingdom,0,39.6
554984,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2010-06-13 10:22:00,4.8,15237,Denmark,0,24.0
551762,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-02-26 10:11:00,7.2,16956,United Kingdom,0,28.8
539284,47566,PARTY BUNTING,1,2010-02-13 12:56:00,6.85,17901,United Kingdom,0,6.85
554379,71053,WHITE METAL LANTERN,1,2011-10-25 09:00:00,5.35,17291,United Kingdom,0,5.35
543429,22633,HAND WARMER UNION JACK,7,2010-11-24 11:41:00,4.35,13661,United Kingdom,0,30.449999999999996
548382,22470,HEART OF WICKER LARGE,2,2010-03-12 17:47:00,3.45,19360,United Kingdom,0,6.9
555568,22469,HEART OF WICKER SMALL,7,2010-03-06 16:07:00,5.68,12378,United Kingdom,0,39.76
547346,22386,JUMBO BAG PINK POLKADOT,4,2010-07-29 11:26:00,2.42,15090,Denmark,0,9.68
549438,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-11-05 11:41:00,4.13,12964,United Kingdom,0,41.3
551909,22551,PLASTERS IN TIN WOODLAND ANIMALS,6,2010-12-23 11:11:00,2.12,18430,United Kingdom,0,12.72
541368,47566,PARTY BUNTING,10,2010-09-02 13:44:00,6.92,19993,United Kingdom,0,69.2
544896,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2011-12-22 11:00:00,2.65,18358,Belgium,0,21.2
542613,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2011-11-19 13:47:00,1.09,18392,United Kingdom,0,17.44
541047,85099B,JUMBO BAG RED RETROSPOT,8,2011-07-28 09:33:00,3.79,15267,United Kingdom,0,30.32
541603,22469,HEART OF WICKER SMALL,9,2011-01-21 16:46:00,3.34,14259,United Kingdom,0,30.06
541296,20727,LUNCH BAG  BLACK SKULL,9,2011-06-20 13:24:00,4.56,13360,United Kingdom,0,41.04
557325,85123B,IVORY HANGING HEART T-LIGHT HOLDER,35,2011-10-14 13:38:00,1.78,16744,United Kingdom,0,62.300000000000004
545931,20727,LUNCH BAG  BLACK SKULL,3,2010-02-01 18:49:00,2.36,15710,United Kingdom,0,7.08
541510,POST,POSTAGE,8,2010-11-08 16:43:00,2.12,15259,France,0,16.96
548379,22386,JUMBO BAG PINK POLKADOT,3,2010-09-10 14:38:00,3.16,14500,United Kingdom,0,9.48
552048,21977,PACK OF 60 DINOSAUR CAKE CASES,2,2011-02-06 13:20:00,1.22,19132,United Kingdom,0,2.44
538695,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2010-02-07 12:21:00,3.58,17292,United Kingdom,0,35.8
550413,22423,REGENCY CAKESTAND 3 TIER,6,2010-02-03 15:24:00,14.2,14991,United Kingdom,0,85.19999999999999
552666,22470,HEART OF WICKER LARGE,13,2010-08-17 18:18:00,6.62,17029,United Kingdom,0,86.06
548864,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2010-02-13 12:48:00,1.53,14738,United Kingdom,0,15.3
547361,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5,2010-12-09 12:01:00,2.07,14338,United Kingdom,0,10.35
539403,23343,JUMBO BAG OWLS,2,2010-06-03 13:48:00,3.83,16771,United Kingdom,0,7.66
554654,20727,LUNCH BAG  BLACK SKULL,3,2010-11-02 11:32:00,3.44,16277,United Kingdom,0,10.32
542813,22554B,PLASTERS IN TIN VINTAGE STAR,15,2011-01-24 12:15:00,19.73,17531,United Kingdom,0,295.95
558310,84406B,CREAM CUPID HEARTS COAT HANGER,21,2011-01-30 18:44:00,3.24,19299,United Kingdom,0,68.04
544827,22554,PLASTERS IN TIN SKULLS,11,2010-01-18 16:25:00,1.75,18071,United Kingdom,0,19.25
545031,22632,HAND WARMER RED POLKA DOT,13,2010-06-02 18:06:00,3.97,19110,United Kingdom,0,51.61
545498,22554,PLASTERS IN TIN SKULLS,10,2011-09-13 17:05:00,2.8,17379,United Kingdom,0,28.0
540389,22633,HAND WARMER UNION JACK,3,2010-02-05 16:15:00,2.07,20023,United Kingdom,0,6.209999999999999
540752,20727,LUNCH BAG  BLACK SKULL,24,2011-12-16 15:48:00,4.79,15203,United Kingdom,0,114.96000000000001
543497,21232,STRAWBERRY CERAMIC TRINKET BOX,30,2010-12-10 14:36:00,4.51,13237,Australia,0,135.29999999999998
542469,M,Manual,11,2010-05-14 13:11:00,19.73,15919,United Kingdom,0,217.03
553011,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-10-04 10:35:00,3.19,18882,United Kingdom,0,6.38
536696,22557,PLASTERS IN TIN CIRCUS PARADE,25,2010-10-01 15:41:00,2.59,13312,United Kingdom,0,64.75
551140,84406B,CREAM CUPID HEARTS COAT HANGER,11,2010-02-19 09:09:00,4.15,18976,United Kingdom,0,45.650000000000006
555416,22386,JUMBO BAG PINK POLKADOT,3,2011-03-13 15:10:00,2.06,15243,United Kingdom,0,6.18
536908,POST,POSTAGE,6,2010-08-11 18:43:00,1.98,19533,France,0,11.879999999999999
548763,20727,LUNCH BAG  BLACK SKULL,12,2011-06-05 18:45:00,3.32,12667,Netherlands,0,39.839999999999996
550571,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-08-27 14:45:00,4.22,15033,Germany,0,25.32
554892,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-02-17 16:16:00,1.89,13812,United Kingdom,0,7.56
549157,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-12-07 16:20:00,11.26,14491,United Kingdom,0,45.04
552068,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2011-10-08 18:04:00,0.94,17429,United Kingdom,0,18.799999999999997
551648,21212,PACK OF 72 RETROSPOT CAKE CASES,23,2011-12-09 12:48:00,0.9,14740,Spain,0,20.7
554217,22470,HEART OF WICKER LARGE,20,2010-10-02 17:28:00,6.23,15512,United Kingdom,0,124.60000000000001
545654,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-11-24 13:52:00,3.83,12450,United Kingdom,0,11.49
546780,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-01-27 13:29:00,7.41,19070,Finland,0,14.82
555591,22633,HAND WARMER UNION JACK,8,2010-02-08 16:40:00,2.42,12555,United Kingdom,0,19.36
538356,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2011-04-07 10:18:00,1.77,17760,EIRE,0,38.94
539678,22470,HEART OF WICKER LARGE,5,2010-01-07 15:10:00,7.0,17381,United Kingdom,0,35.0
552238,22554,PLASTERS IN TIN SKULLS,11,2010-10-10 10:05:00,3.62,15929,United Kingdom,0,39.82
542023,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-10-24 17:30:00,13.54,13618,United Kingdom,0,40.62
546973,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2010-12-14 18:03:00,3.5,15671,United Kingdom,0,63.0
557544,22386,JUMBO BAG PINK POLKADOT,7,2010-05-19 13:53:00,5.15,15816,Netherlands,0,36.050000000000004
550792,22557,PLASTERS IN TIN CIRCUS PARADE,4,2010-05-05 16:47:00,2.68,18842,United Kingdom,0,10.72
548605,POST,POSTAGE,7,2011-11-30 11:58:00,1.94,14486,United Kingdom,0,13.58
546040,22470,HEART OF WICKER LARGE,10,2011-03-23 15:27:00,3.23,19452,United Kingdom,0,32.3
550415,85099C,JUMBO  BAG BAROQUE BLACK WHITE,26,2010-10-25 13:36:00,2.26,14453,United Kingdom,0,58.75999999999999
546508,21977,PACK OF 60 DINOSAUR CAKE CASES,4,2011-02-07 09:32:00,0.94,14426,United Kingdom,0,3.76
537771,22554,PLASTERS IN TIN SKULLS,5,2011-06-20 10:44:00,4.17,15668,United Kingdom,0,20.85
538272,POST,POSTAGE,9,2011-10-11 12:06:00,2.05,13605,United Kingdom,0,18.45
554183,POST,POSTAGE,26,2011-06-01 14:22:00,4.25,16492,United Kingdom,0,110.5
554212,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2010-04-01 17:41:00,3.65,15265,United Kingdom,0,25.55
539805,47566,PARTY BUNTING,6,2010-01-08 15:06:00,7.85,16000,United Kingdom,0,47.099999999999994
551500,47566B,TEA TIME PARTY BUNTING,17,2010-02-16 11:58:00,6.86,17517,United Kingdom,0,116.62
550599,85123B,IVORY HANGING HEART T-LIGHT HOLDER,10,2010-11-03 13:21:00,2.27,13951,USA,0,22.7
556545,23166,MEDIUM CERAMIC TOP STORAGE JAR,3,2010-01-28 10:21:00,3.37,14863,United Kingdom,0,10.11
549932,22632,HAND WARMER RED POLKA DOT,2,2011-06-02 12:47:00,4.63,13396,Germany,0,9.26
557770,23343,JUMBO BAG OWLS,8,2010-07-29 18:11:00,4.41,19959,United Kingdom,0,35.28
544780,85099B,JUMBO BAG RED RETROSPOT,13,2010-11-12 11:38:00,4.96,17548,United Kingdom,0,64.48
548959,71053,WHITE METAL LANTERN,3,2010-08-22 11:46:00,6.34,15571,United Kingdom,0,19.02
539276,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-10-31 09:56:00,1.55,13596,United Kingdom,0,4.65
550660,85099C,JUMBO  BAG BAROQUE BLACK WHITE,15,2011-12-27 18:01:00,2.58,17633,United Kingdom,0,38.7
551467,71053,WHITE METAL LANTERN,3,2011-05-05 16:09:00,3.61,14910,United Kingdom,0,10.83
547848,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-12-08 14:20:00,4.06,18096,United Kingdom,0,16.24
537760,23343,JUMBO BAG OWLS,3,2011-01-17 15:37:00,3.94,15675,United Kingdom,0,11.82
541712,20727,LUNCH BAG  BLACK SKULL,3,2010-12-26 17:23:00,4.54,13511,United Kingdom,0,13.620000000000001
544851,22554,PLASTERS IN TIN SKULLS,18,2010-11-05 14:30:00,3.56,14663,United Kingdom,0,64.08
549713,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-03-12 17:48:00,4.18,17042,United Kingdom,0,25.08
544120,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-02-12 09:16:00,1.76,17861,United Kingdom,0,7.04
552797,71053,WHITE METAL LANTERN,9,2010-12-28 10:26:00,6.57,18902,United Kingdom,0,59.13
557752,M,Manual,2,2010-03-31 11:13:00,15.46,16958,United Kingdom,0,30.92
546689,POST,POSTAGE,3,2010-05-06 18:08:00,4.43,13765,United Kingdom,0,13.29
554087,22470,HEART OF WICKER LARGE,12,2010-05-24 18:53:00,7.61,17657,United Kingdom,0,91.32000000000001
543058,23166,MEDIUM CERAMIC TOP STORAGE JAR,6,2010-02-20 14:23:00,5.52,18679,United Kingdom,0,33.12
550519,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-12-25 17:02:00,1.89,17575,Germany,0,9.45
555574,22554B,PLASTERS IN TIN VINTAGE STAR,52,2010-07-23 17:55:00,2.2,17891,United Kingdom,0,114.4
546407,22386,JUMBO BAG PINK POLKADOT,4,2011-10-21 15:27:00,4.03,14039,United Kingdom,0,16.12
554272,22386,JUMBO BAG PINK POLKADOT,3,2010-11-14 15:30:00,2.04,16865,United Kingdom,0,6.12
542316,22554B,PLASTERS IN TIN VINTAGE STAR,16,2010-09-30 09:45:00,2.98,19785,France,0,47.68
552325,71053,WHITE METAL LANTERN,77,2010-05-16 17:07:00,4.94,15163,United Kingdom,0,380.38000000000005
549793,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-02-13 17:25:00,3.64,14061,United Kingdom,0,32.76
551846,47566B,TEA TIME PARTY BUNTING,12,2010-02-08 12:51:00,6.52,12986,United Kingdom,0,78.24
554731,85099B,JUMBO BAG RED RETROSPOT,30,2010-02-04 16:00:00,4.61,14332,United Kingdom,0,138.3
551146,22633,HAND WARMER UNION JACK,4,2011-09-29 10:25:00,2.89,16298,United Kingdom,0,11.56
552660,POST,POSTAGE,8,2011-12-17 14:33:00,2.3,12655,United Kingdom,0,18.4
549851,23166,MEDIUM CERAMIC TOP STORAGE JAR,17,2010-11-11 14:08:00,4.56,19774,USA,0,77.52
556786,47566,PARTY BUNTING,2,2011-07-23 14:14:00,5.65,14450,United Kingdom,0,11.3
552919,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-12-08 11:46:00,6.59,12352,United Kingdom,0,6.59
549699,23343,JUMBO BAG OWLS,5,2011-01-17 18:40:00,2.0,12393,United Kingdom,0,10.0
550186,23343,JUMBO BAG OWLS,10,2011-10-17 12:00:00,5.25,19664,United Kingdom,0,52.5
552252,23343,JUMBO BAG OWLS,15,2010-02-07 10:22:00,2.27,13124,Denmark,0,34.05
556311,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-02-22 18:09:00,5.67,19640,United Kingdom,0,17.009999999999998
549050,71053,WHITE METAL LANTERN,42,2010-03-16 15:24:00,6.44,19220,Spain,0,270.48
550535,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2010-05-12 13:21:00,3.86,14502,United Kingdom,0,23.16
547542,22632,HAND WARMER RED POLKA DOT,64,2011-01-19 09:41:00,4.25,15849,United Kingdom,0,272.0
555350,47566B,TEA TIME PARTY BUNTING,13,2011-11-01 11:08:00,6.44,13299,United Kingdom,0,83.72
544508,POST,POSTAGE,7,2011-12-14 10:25:00,1.68,15225,United Kingdom,0,11.76
552798,21977,PACK OF 60 DINOSAUR CAKE CASES,13,2010-10-25 18:46:00,1.51,17210,United Kingdom,0,19.63
544784,POST,POSTAGE,1,2010-07-06 14:59:00,4.08,17118,United Kingdom,0,4.08
556921,21212,PACK OF 72 RETROSPOT CAKE CASES,30,2010-02-06 16:11:00,0.86,19845,United Kingdom,0,25.8
556473,22633,HAND WARMER UNION JACK,20,2011-09-10 09:35:00,3.63,14921,United Kingdom,0,72.6
539560,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-18 16:57:00,2.25,19774,United Kingdom,0,18.0
539239,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-12-25 15:43:00,2.55,14569,Netherlands,0,12.75
549600,22557,PLASTERS IN TIN CIRCUS PARADE,16,2010-01-20 09:51:00,3.19,12598,United Kingdom,0,51.04
553072,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2010-12-30 18:46:00,5.73,17004,Belgium,0,22.92
540028,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2011-10-16 16:21:00,1.28,19054,United Kingdom,0,10.24
552247,71053,WHITE METAL LANTERN,4,2011-03-31 09:37:00,4.29,13075,France,0,17.16
547911,47566,PARTY BUNTING,18,2011-01-19 09:24:00,5.57,18348,United Kingdom,0,100.26
548555,22752,SET 7 BABUSHKA NESTING BOXES,15,2011-01-21 12:10:00,12.81,19823,United Kingdom,0,192.15
536451,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2010-10-09 14:49:00,3.35,13765,Spain,0,10.05
547005,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2010-01-07 11:28:00,7.21,19366,United Kingdom,0,36.05
551167,22557,PLASTERS IN TIN CIRCUS PARADE,21,2011-02-12 11:07:00,1.96,17483,United Kingdom,0,41.16
543076,22752,SET 7 BABUSHKA NESTING BOXES,10,2010-03-30 12:10:00,11.51,18607,United Kingdom,0,115.1
551160,POST,POSTAGE,4,2011-12-23 14:24:00,3.12,18616,United Kingdom,0,12.48
547588,22551,PLASTERS IN TIN WOODLAND ANIMALS,20,2011-09-25 17:46:00,3.14,16535,United Kingdom,0,62.800000000000004
555229,POST,POSTAGE,14,2011-11-19 10:20:00,1.73,17193,United Kingdom,0,24.22
553455,22470,HEART OF WICKER LARGE,4,2011-02-04 15:57:00,7.48,18629,United Kingdom,0,29.92
544879,POST,POSTAGE,4,2011-02-20 09:30:00,1.93,15953,Netherlands,0,7.72
540955,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-01-09 14:43:00,3.53,15683,United Kingdom,0,24.709999999999997
536583,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2010-07-11 10:18:00,3.82,13827,Netherlands,0,19.099999999999998
549042,23343,JUMBO BAG OWLS,16,2010-12-08 18:37:00,3.25,18318,United Kingdom,0,52.0
543300,22470,HEART OF WICKER LARGE,7,2011-01-19 13:22:00,5.7,12403,United Kingdom,0,39.9
542128,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-09-19 13:59:00,12.56,14222,United Kingdom,0,50.24
557094,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-01-13 14:44:00,1.66,14755,United Kingdom,0,11.62
540289,M,Manual,7,2010-11-22 10:54:00,19.73,18682,United Kingdom,0,138.11
547735,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-01-18 15:49:00,2.63,16673,United Kingdom,0,55.23
547331,22752,SET 7 BABUSHKA NESTING BOXES,13,2010-11-26 16:48:00,12.0,17450,United Kingdom,0,156.0
555947,22386,JUMBO BAG PINK POLKADOT,11,2010-07-28 15:34:00,4.2,16661,United Kingdom,0,46.2
554645,22633,HAND WARMER UNION JACK,3,2010-01-25 13:36:00,3.1,12695,United Kingdom,0,9.3
541446,22633,HAND WARMER UNION JACK,19,2010-10-27 10:22:00,3.58,19059,United Kingdom,0,68.02
557094,71053,WHITE METAL LANTERN,3,2011-01-13 14:44:00,19.73,14755,United Kingdom,0,59.19
540799,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-12-28 17:10:00,2.03,18407,United Kingdom,0,14.209999999999999
547174,22386,JUMBO BAG PINK POLKADOT,7,2011-07-06 18:43:00,5.02,12547,United Kingdom,0,35.14
542240,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2011-04-04 09:18:00,1.61,14234,Belgium,0,28.98
539092,85123B,IVORY HANGING HEART T-LIGHT HOLDER,36,2011-10-27 18:14:00,2.73,13127,United Kingdom,0,98.28
548436,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-01-04 11:51:00,2.78,16323,United Kingdom,0,2.78
548536,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-08-25 12:27:00,14.17,18379,Netherlands,0,28.34
538872,22557,PLASTERS IN TIN CIRCUS PARADE,23,2010-03-31 13:52:00,4.12,19129,United Kingdom,0,94.76
555781,22752,SET 7 BABUSHKA NESTING BOXES,49,2010-12-23 18:09:00,11.98,17268,Denmark,0,587.02
541207,22469,HEART OF WICKER SMALL,7,2011-09-05 10:38:00,3.95,15120,United Kingdom,0,27.650000000000002
551452,22386,JUMBO BAG PINK POLKADOT,4,2010-07-13 17:50:00,4.83,14375,United Kingdom,0,19.32
549991,22633,HAND WARMER UNION JACK,9,2011-02-20 09:22:00,3.68,16370,United Kingdom,0,33.120000000000005
553483,20727,LUNCH BAG  BLACK SKULL,8,2011-05-15 18:54:00,4.73,12981,United Kingdom,0,37.84
