InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
557724,22554B,PLASTERS IN TIN VINTAGE STAR,3,2010-11-06 18:07:00,3.34,17835.0,United Kingdom
554196,71053,WHITE METAL LANTERN,4,2010-10-21 11:58:00,5.73,17701.0,United Kingdom
556580,85123B,IVORY HANGING HEART T-LIGHT HOLDER,13,2010-08-25 10:40:00,3.9,15394.0,Finland
540996,22752,SET 7 BABUSHKA NESTING BOXES,4,2010-06-22 17:49:00,9.25,15070.0,United Kingdom
552425,85099B,JUMBO BAG RED RETROSPOT,11,2011-10-25 17:45:00,2.03,17216.0,United Kingdom
C549399,47566,PARTY BUNTING,-23,2011-11-19 12:15:00,5.19,14470.0,United Kingdom
541882,22470,HEART OF WICKER LARGE,15,2011-02-16 09:55:00,7.32,18527.0,United Kingdom
548272,22469,HEART OF WICKER SMALL,29,2010-09-02 18:24:00,5.28,17718.0,United Kingdom
541264,21977,PACK OF 60 DINOSAUR CAKE CASES,7,2011-10-11 18:38:00,1.76,14904.0,United Kingdom
543444,22470,HEART OF WICKER LARGE,6,2011-09-05 10:30:00,3.44,18199.0,United Kingdom
537703,POST,POSTAGE,19,2011-08-05 13:25:00,4.29,14703.0,United Kingdom
544888,47566B,TEA TIME PARTY BUNTING,3,2011-12-21 15:16:00,8.76,16293.0,United Kingdom
553458,22633,HAND WARMER UNION JACK,4,2011-11-04 10:53:00,4.04,18595.0,Portugal
551200,22632,HAND WARMER RED POLKA DOT,4,2011-06-22 09:37:00,3.34,17724.0,Germany
550644,21232,STRAWBERRY CERAMIC TRINKET BOX,6,2010-03-20 17:00:00,3.43,19900.0,United Kingdom
556976,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2011-12-15 09:16:00,2.84,15114.0,EIRE
538396,47566,PARTY BUNTING,2,2010-10-25 17:35:00,8.67,13992.0,United Kingdom
538060,22551,PLASTERS IN TIN WOODLAND ANIMALS,5,2011-02-06 15:55:00,2.74,12855.0,United Kingdom
546852,23343,JUMBO BAG OWLS,4,2011-12-17 09:18:00,5.07,14868.0,United Kingdom
542203,22469,HEART OF WICKER SMALL,18,2010-10-24 17:49:00,2.32,12783.0,United Kingdom
555700,85123B,IVORY HANGING HEART T-LIGHT HOLDER,8,2011-01-04 14:54:00,1.95,18148.0,United Kingdom
536923,22423,REGENCY CAKESTAND 3 TIER,47,2010-11-14 17:16:00,12.78,14234.0,United Kingdom
544523,84029E,RED WOOLLY HOTTIE WHITE HEART,25,2011-01-15 13:39:00,6.94,16542.0,United Kingdom
536876,22554,PLASTERS IN TIN SKULLS,3,2011-12-14 13:10:00,2.51,19013.0,United Kingdom
543861,22557,PLASTERS IN TIN CIRCUS PARADE,6,2010-03-19 09:14:00,2.42,16380.0,United Kingdom
539289,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2011-10-31 18:21:00,1.8,17765.0,United Kingdom
552294,22554B,PLASTERS IN TIN VINTAGE STAR,5,2011-12-18 13:44:00,2.23,17352.0,United Kingdom
538522,22633,HAND WARMER UNION JACK,5,2010-06-16 17:03:00,1.97,16556.0,United Kingdom
543130,POST,POSTAGE,4,2010-02-21 13:10:00,2.83,18731.0,United Kingdom
542461,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-12 14:47:00,3.88,13241.0,United Kingdom
554433,22633,HAND WARMER UNION JACK,16,2010-03-07 17:54:00,2.53,13923.0,United Kingdom
547979,85099B,JUMBO BAG RED RETROSPOT,12,2011-04-04 10:21:00,4.04,15637.0,United Kingdom
554445,84406B,CREAM CUPID HEARTS COAT HANGER,29,2011-01-05 13:16:00,3.65,18802.0,United Kingdom
546041,47566B,TEA TIME PARTY BUNTING,3,2010-01-18 17:35:00,5.25,19379.0,United Kingdom
547967,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-01-15 17:09:00,8.59,18397.0,United Kingdom
547941,22752,SET 7 BABUSHKA NESTING BOXES,5,2010-02-07 10:33:00,13.95,16410.0,United Kingdom
544761,POST,POSTAGE,2,2010-07-02 15:06:00,4.15,15225.0,United Kingdom
551207,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-02-06 18:07:00,86.58,18967.0,United Kingdom
546077,POST,POSTAGE,9,2011-10-01 15:39:00,2.3,19382.0,United Kingdom
541238,22633,HAND WARMER UNION JACK,18,2011-01-15 11:21:00,2.84,19435.0,Portugal
548565,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2010-04-20 09:00:00,4.91,18131.0,United Kingdom
546235,22633,HAND WARMER UNION JACK,8,2011-01-08 16:10:00,1.88,16951.0,United Kingdom
545263,71053,WHITE METAL LANTERN,2,2011-11-01 15:51:00,3.61,15066.0,United Kingdom
548173,23166,MEDIUM CERAMIC TOP STORAGE JAR,15,2010-02-09 17:01:00,2.75,15215.0,Portugal
538895,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-01-31 15:15:00,4.02,18378.0,United Kingdom
551594,85099C,JUMBO  BAG BAROQUE BLACK WHITE,16,2011-10-01 15:05:00,3.27,17655.0,United Kingdom
551444,85123B,IVORY HANGING HEART T-LIGHT HOLDER,18,2010-01-10 17:42:00,2.73,19553.0,United Kingdom
540538,22632,HAND WARMER RED POLKA DOT,6,2011-07-31 17:45:00,3.02,15594.0,France
542830,22554B,PLASTERS IN TIN VINTAGE STAR,9,2010-10-18 09:43:00,3.36,13781.0,United Kingdom
555330,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2010-10-21 11:05:00,2.63,17939.0,United Kingdom
538705,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-11-27 15:25:00,5.39,17033.0,United Kingdom
543708,POST,POSTAGE,29,2010-08-12 14:42:00,2.12,12452.0,United Kingdom
544232,22554,PLASTERS IN TIN SKULLS,3,2010-01-25 18:53:00,2.83,15344.0,United Kingdom
541424,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-26 11:36:00,2.85,14019.0,United Kingdom
539990,22386,JUMBO BAG PINK POLKADOT,10,2010-01-14 09:24:00,4.0,14971.0,Denmark
543198,85099C,JUMBO  BAG BAROQUE BLACK WHITE,7,2010-02-26 13:11:00,4.05,13771.0,Belgium
555081,21232,STRAWBERRY CERAMIC TRINKET BOX,32,2010-12-26 12:00:00,4.56,14264.0,United Kingdom
542850,85099B,JUMBO BAG RED RETROSPOT,8,2010-10-06 12:45:00,2.48,15025.0,United Kingdom
547712,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-17 16:20:00,3.11,16164.0,United Kingdom
552767,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2010-06-14 17:03:00,4.43,15934.0,United Kingdom
542884,47566,PARTY BUNTING,4,2010-05-13 13:46:00,8.54,19374.0,United Kingdom
556651,23343,JUMBO BAG OWLS,4,2010-12-07 15:01:00,3.51,13492.0,United Kingdom
553247,22554,PLASTERS IN TIN SKULLS,10,2010-03-02 16:50:00,2.98,19366.0,United Kingdom
541381,22423,REGENCY CAKESTAND 3 TIER,22,2011-11-29 17:35:00,20.99,18274.0,United Kingdom
541956,20727,LUNCH BAG  BLACK SKULL,5,2011-03-31 16:15:00,3.12,15601.0,United Kingdom
548907,22554,PLASTERS IN TIN SKULLS,3,2011-12-04 11:45:00,2.81,18251.0,United Kingdom
551419,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2010-09-02 17:34:00,4.14,18179.0,United Kingdom
550766,47566,PARTY BUNTING,15,2011-07-29 14:13:00,5.35,14075.0,United Kingdom
541648,85099B,JUMBO BAG RED RETROSPOT,6,2010-05-21 13:21:00,2.25,19889.0,United Kingdom
547522,85123B,IVORY HANGING HEART T-LIGHT HOLDER,2,2010-12-18 13:02:00,1.77,17635.0,United Kingdom
540465,23166,MEDIUM CERAMIC TOP STORAGE JAR,5,2010-01-05 12:51:00,2.41,16825.0,United Kingdom
553000,22551,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-05-08 11:02:00,4.24,15466.0,United Kingdom
541187,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-10-31 14:03:00,5.02,18404.0,United Kingdom
547050,22633,HAND WARMER UNION JACK,23,2011-03-16 13:48:00,2.41,13388.0,Australia
546245,47566,PARTY BUNTING,3,2011-04-20 17:17:00,8.07,18402.0,United Kingdom
538811,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-09-29 18:44:00,2.83,19009.0,United Kingdom
544457,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-03-08 15:29:00,4.15,19304.0,United Kingdom
544550,21977,PACK OF 60 DINOSAUR CAKE CASES,13,2010-10-06 13:55:00,0.53,17427.0,United Kingdom
546427,71053,WHITE METAL LANTERN,1,2011-05-08 17:22:00,4.13,18231.0,United Kingdom
536774,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-12-18 10:19:00,1.48,14494.0,United Kingdom
543948,22554,PLASTERS IN TIN SKULLS,4,2011-11-05 16:04:00,1.71,12399.0,United Kingdom
540190,85099B,JUMBO BAG RED RETROSPOT,2,2010-03-16 15:54:00,2.83,13452.0,Finland
C556093,84406B,CREAM CUPID HEARTS COAT HANGER,-2,2011-12-27 09:27:00,3.12,18820.0,United Kingdom
552249,22469,HEART OF WICKER SMALL,5,2011-04-05 18:22:00,5.35,16822.0,United Kingdom
548158,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2010-03-02 10:00:00,1.75,19346.0,United Kingdom
543729,22554,PLASTERS IN TIN SKULLS,6,2011-05-28 13:22:00,3.35,15697.0,United Kingdom
540555,POST,POSTAGE,5,2010-12-11 12:28:00,4.01,14185.0,United Kingdom
539569,23166,MEDIUM CERAMIC TOP STORAGE JAR,3,2011-06-22 14:14:00,2.83,14037.0,United Kingdom
545993,22752,SET 7 BABUSHKA NESTING BOXES,26,2010-01-28 15:43:00,7.88,13181.0,United Kingdom
536586,22470,HEART OF WICKER LARGE,18,2011-03-13 13:21:00,5.67,17743.0,United Kingdom
539051,22469,HEART OF WICKER SMALL,8,2011-08-11 16:36:00,4.29,13886.0,United Kingdom
551958,22554B,PLASTERS IN TIN VINTAGE STAR,2,2011-11-15 15:04:00,3.6,19105.0,United Kingdom
536608,47566,,14,2010-06-17 14:26:00,9.66,12827.0,United Kingdom
547880,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2010-12-16 17:15:00,2.34,17343.0,United Kingdom
549963,71053,WHITE METAL LANTERN,10,2011-05-24 16:31:00,5.17,14681.0,Germany
551317,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-12-01 16:22:00,1.78,12971.0,United Kingdom
539532,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2011-02-28 13:03:00,5.77,13206.0,United Kingdom
545107,47566B,TEA TIME PARTY BUNTING,13,2011-08-10 12:26:00,8.98,17138.0,United Kingdom
541078,23166,MEDIUM CERAMIC TOP STORAGE JAR,5,2011-08-25 09:51:00,5.88,18215.0,United Kingdom
540856,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2010-12-26 15:52:00,1.91,17045.0,United Kingdom
538214,22423,REGENCY CAKESTAND 3 TIER,2,2010-08-23 11:13:00,16.52,18895.0,United Kingdom
547123,POST,POSTAGE,11,2011-04-13 10:46:00,2.58,18560.0,United Kingdom
553806,85099C,,2,2011-03-09 11:42:00,3.08,17560.0,United Kingdom
543304,POST,POSTAGE,8,2011-04-17 17:45:00,4.15,17878.0,United Kingdom
547792,23166,MEDIUM CERAMIC TOP STORAGE JAR,8,2011-08-30 18:40:00,3.78,16630.0,United Kingdom
545905,22632,HAND WARMER RED POLKA DOT,13,2011-03-02 16:52:00,3.78,16785.0,United Kingdom
538126,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-10-07 16:21:00,23.91,14934.0,Spain
546495,47566B,TEA TIME PARTY BUNTING,7,2010-04-06 13:52:00,9.9,17826.0,United Kingdom
556824,85099B,JUMBO BAG RED RETROSPOT,18,2011-03-29 09:18:00,3.68,18953.0,United Kingdom
554887,22469,HEART OF WICKER SMALL,9,2011-06-01 13:50:00,2.86,19659.0,United Kingdom
547157,22557,PLASTERS IN TIN CIRCUS PARADE,2,2010-11-04 14:51:00,3.79,16754.0,Portugal
539967,POST,POSTAGE,14,2011-08-08 11:53:00,3.51,19587.0,United Kingdom
537479,84406B,CREAM CUPID HEARTS COAT HANGER,25,2010-03-21 14:01:00,2.95,15272.0,United Kingdom
540950,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-10-06 15:23:00,0.69,13062.0,United Kingdom
537801,22470,HEART OF WICKER LARGE,2,2010-02-12 10:11:00,3.48,18642.0,Switzerland
546248,22386,JUMBO BAG PINK POLKADOT,21,2010-06-14 09:46:00,3.07,17394.0,United Kingdom
541412,22423,REGENCY CAKESTAND 3 TIER,16,2011-05-24 14:51:00,23.27,17159.0,United Kingdom
542282,22632,HAND WARMER RED POLKA DOT,17,2010-01-27 09:18:00,3.36,12482.0,United Kingdom
541970,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,2010-01-11 11:06:00,7.26,17816.0,United Kingdom
546732,47566B,TEA TIME PARTY BUNTING,2,2010-01-06 16:20:00,6.64,13696.0,United Kingdom
550278,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2010-03-01 17:18:00,7.36,19494.0,United Kingdom
542424,23166,MEDIUM CERAMIC TOP STORAGE JAR,9,2010-04-08 12:29:00,3.43,16610.0,United Kingdom
551534,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-09-09 09:30:00,2.28,17450.0,United Kingdom
539544,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-11-27 15:29:00,4.13,18006.0,United Kingdom
545366,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-04-19 12:59:00,2.85,13988.0,United Kingdom
547315,84406B,CREAM CUPID HEARTS COAT HANGER,28,2010-05-01 12:39:00,2.64,17521.0,United Kingdom
539921,23166,MEDIUM CERAMIC TOP STORAGE JAR,7,2011-06-22 09:10:00,3.26,13681.0,France
557043,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2010-09-23 13:07:00,6.99,17377.0,United Kingdom
543304,71053,WHITE METAL LANTERN,11,2011-04-17 17:45:00,6.77,17878.0,United Kingdom
558175,47566B,TEA TIME PARTY BUNTING,12,2010-06-18 18:36:00,9.11,18268.0,France
553228,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-04-22 14:02:00,6.38,13455.0,United Kingdom
545608,22633,HAND WARMER UNION JACK,6,2010-10-22 17:03:00,4.3,13178.0,United Kingdom
551033,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-07-05 16:12:00,3.05,13005.0,United Kingdom
549495,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2010-10-18 15:56:00,4.03,14952.0,United Kingdom
545942,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2010-01-03 16:30:00,19.65,15780.0,United Kingdom
544350,85123B,IVORY HANGING HEART T-LIGHT HOLDER,5,2010-03-05 09:07:00,2.69,15913.0,Netherlands
557325,22470,HEART OF WICKER LARGE,16,2011-10-14 13:38:00,6.65,16744.0,United Kingdom
542893,85099C,JUMBO  BAG BAROQUE BLACK WHITE,25,2010-08-29 09:00:00,3.18,13459.0,United Kingdom
544746,22752,SET 7 BABUSHKA NESTING BOXES,55,2011-10-27 10:49:00,10.12,15607.0,United Kingdom
558266,POST,POSTAGE,34,2010-10-21 09:37:00,4.21,17649.0,EIRE
554259,22469,,10,2011-11-08 13:19:00,2.64,15515.0,United Kingdom
552573,21232,STRAWBERRY CERAMIC TRINKET BOX,15,2010-08-24 09:15:00,2.99,12797.0,United Kingdom
537504,22551,PLASTERS IN TIN WOODLAND ANIMALS,12,2010-03-09 18:50:00,4.05,13941.0,United Kingdom
554875,22423,REGENCY CAKESTAND 3 TIER,12,2011-06-23 11:31:00,24.46,18714.0,Spain
551653,47566B,TEA TIME PARTY BUNTING,18,2011-10-22 15:28:00,9.49,14547.0,United Kingdom
552653,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-01-02 12:49:00,6.35,12395.0,United Kingdom
554100,22470,HEART OF WICKER LARGE,9,2011-01-05 11:57:00,4.53,13148.0,United Kingdom
553737,22469,HEART OF WICKER SMALL,3,2010-06-12 15:10:00,5.66,18158.0,United Kingdom
543568,21977,PACK OF 60 DINOSAUR CAKE CASES,4,2010-09-18 12:19:00,0.55,14721.0,United Kingdom
548597,22386,JUMBO BAG PINK POLKADOT,6,2011-08-05 13:48:00,2.39,19847.0,United Kingdom
555622,23166,MEDIUM CERAMIC TOP STORAGE JAR,15,2011-08-18 13:02:00,4.6,18153.0,United Kingdom
537044,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2011-05-05 16:16:00,4.38,14180.0,USA
537316,22633,HAND WARMER UNION JACK,1,2011-10-02 17:04:00,4.7,16457.0,United Kingdom
545474,22423,REGENCY CAKESTAND 3 TIER,7,2010-01-29 15:36:00,16.11,16306.0,United Kingdom
542709,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2010-02-16 13:56:00,1.91,13103.0,United Kingdom
C543353,47566B,TEA TIME PARTY BUNTING,-40,2010-01-11 11:03:00,6.32,19794.0,United Kingdom
550146,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-02-26 11:18:00,2.43,13880.0,United Kingdom
545384,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-04-18 14:42:00,1.84,15816.0,United Kingdom
551103,22752,SET 7 BABUSHKA NESTING BOXES,17,2011-11-09 17:03:00,12.42,15657.0,Germany
544645,22423,REGENCY CAKESTAND 3 TIER,4,2011-05-21 18:56:00,12.27,16868.0,United Kingdom
545710,21232,STRAWBERRY CERAMIC TRINKET BOX,17,2010-03-30 10:28:00,2.96,13595.0,United Kingdom
551260,23343,JUMBO BAG OWLS,2,2010-10-17 18:01:00,2.34,18016.0,United Kingdom
546519,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2011-05-23 11:16:00,1.15,17977.0,Australia
543526,84406B,,1,2011-10-09 10:26:00,3.23,14301.0,United Kingdom
551974,22633,HAND WARMER UNION JACK,16,2010-10-09 14:21:00,3.16,12696.0,Netherlands
539539,POST,POSTAGE,2,2010-01-17 16:08:00,1.81,14399.0,United Kingdom
556280,22554B,PLASTERS IN TIN VINTAGE STAR,9,2010-12-05 11:35:00,1.86,17641.0,United Kingdom
542223,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2010-01-30 14:14:00,3.73,15567.0,United Kingdom
548345,84406B,CREAM CUPID HEARTS COAT HANGER,16,2010-01-04 12:33:00,4.23,19629.0,United Kingdom
541140,22554B,PLASTERS IN TIN VINTAGE STAR,2,2010-06-27 18:44:00,1.66,17227.0,United Kingdom
555304,22551,PLASTERS IN TIN WOODLAND ANIMALS,10,2011-01-24 09:50:00,3.23,19285.0,United Kingdom
553642,22386,JUMBO BAG PINK POLKADOT,3,2010-12-31 16:52:00,3.09,15761.0,France
550504,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-02-20 11:56:00,4.25,18272.0,United Kingdom
550015,22470,HEART OF WICKER LARGE,33,2011-10-18 14:32:00,5.65,19157.0,United Kingdom
550886,20727,LUNCH BAG  BLACK SKULL,13,2010-12-27 15:36:00,3.44,13325.0,Germany
545212,23343,JUMBO BAG OWLS,23,2010-05-05 13:04:00,4.33,,United Kingdom
540315,M,Manual,7,2010-12-08 13:38:00,24.23,18709.0,United Kingdom
538684,22469,HEART OF WICKER SMALL,4,2010-07-19 11:51:00,33.91,12791.0,United Kingdom
547989,22470,HEART OF WICKER LARGE,9,2010-01-22 18:32:00,6.22,13105.0,United Kingdom
538272,22470,HEART OF WICKER LARGE,3,2011-10-11 12:06:00,3.74,13605.0,United Kingdom
536886,22557,PLASTERS IN TIN CIRCUS PARADE,3,2011-12-25 10:53:00,2.04,,United Kingdom
538796,85123B,IVORY HANGING HEART T-LIGHT HOLDER,20,2010-03-28 10:04:00,3.87,16526.0,United Kingdom
551601,85099C,JUMBO  BAG BAROQUE BLACK WHITE,39,2010-05-23 10:39:00,2.89,14496.0,United Kingdom
551112,23343,JUMBO BAG OWLS,57,2010-02-09 09:31:00,4.83,,United Kingdom
536577,22554,PLASTERS IN TIN SKULLS,5,2010-05-09 16:45:00,3.8,12475.0,United Kingdom
548122,85123B,IVORY HANGING HEART T-LIGHT HOLDER,9,2011-02-26 18:31:00,3.33,17326.0,France
546117,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2010-06-20 17:11:00,5.12,13489.0,United Kingdom
545316,22469,HEART OF WICKER SMALL,14,2011-10-21 17:06:00,4.95,15487.0,United Kingdom
554626,22423,REGENCY CAKESTAND 3 TIER,2,2010-09-18 16:09:00,16.06,14163.0,France
557078,47566B,TEA TIME PARTY BUNTING,4,2011-02-13 10:57:00,5.72,12524.0,United Kingdom
538653,21232,STRAWBERRY CERAMIC TRINKET BOX,16,2011-11-11 09:54:00,2.36,19980.0,United Kingdom
552740,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-08-25 11:05:00,8.03,12577.0,United Kingdom
555239,POST,POSTAGE,1,2011-01-16 12:06:00,31.84,16492.0,Finland
551175,22470,HEART OF WICKER LARGE,1,2011-01-18 18:24:00,5.12,14615.0,United Kingdom
538073,M,Manual,6,2011-10-20 11:52:00,0.49,12577.0,United Kingdom
552714,22632,HAND WARMER RED POLKA DOT,14,2011-09-15 17:26:00,2.77,18712.0,United Kingdom
546812,M,Manual,2,2010-01-25 18:50:00,1.02,16715.0,United Kingdom
558044,M,Manual,11,2010-12-29 13:24:00,2.35,,United Kingdom
547244,22386,JUMBO BAG PINK POLKADOT,8,2011-11-06 12:21:00,2.54,19578.0,United Kingdom
550570,23343,JUMBO BAG OWLS,6,2010-02-19 09:55:00,4.02,17977.0,United Kingdom
547893,21212,PACK OF 72 RETROSPOT CAKE CASES,30,2011-11-27 16:21:00,0.91,14942.0,United Kingdom
555222,M,Manual,18,2010-05-09 18:38:00,30.32,12816.0,United Kingdom
552211,22632,HAND WARMER RED POLKA DOT,23,2011-11-12 16:07:00,3.93,18354.0,United Kingdom
542332,23343,JUMBO BAG OWLS,19,2010-03-16 10:17:00,2.84,15235.0,United Kingdom
542357,85123B,IVORY HANGING HEART T-LIGHT HOLDER,5,2010-01-16 17:17:00,1.64,19807.0,United Kingdom
546317,22554,PLASTERS IN TIN SKULLS,22,2010-02-04 10:41:00,4.21,14508.0,United Kingdom
547512,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2010-07-15 16:34:00,2.45,18942.0,United Kingdom
543014,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-06-12 10:46:00,1.77,15324.0,United Kingdom
554699,21977,PACK OF 60 DINOSAUR CAKE CASES,9,2011-03-22 14:26:00,1.11,18900.0,United Kingdom
558252,22554B,PLASTERS IN TIN VINTAGE STAR,3,2010-05-07 14:19:00,3.88,16156.0,United Kingdom
538129,22632,HAND WARMER RED POLKA DOT,13,2010-07-08 10:09:00,3.77,15320.0,United Kingdom
540279,47566,PARTY BUNTING,2,2010-07-31 09:47:00,9.03,12389.0,United Kingdom
549542,23166,MEDIUM CERAMIC TOP STORAGE JAR,8,2011-07-12 16:54:00,4.78,18423.0,United Kingdom
555667,M,Manual,5,2011-11-02 11:00:00,17.94,19165.0,United Kingdom
545734,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2010-05-04 13:11:00,5.25,17435.0,Denmark
537827,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-08-25 14:04:00,1.78,18321.0,United Kingdom
545863,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25,2010-07-30 18:29:00,5.05,15040.0,Germany
550699,22557,PLASTERS IN TIN CIRCUS PARADE,4,2011-10-20 18:29:00,4.2,18395.0,United Kingdom
554685,20727,LUNCH BAG  BLACK SKULL,46,2010-03-17 13:03:00,4.84,,France
549977,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2010-10-31 15:01:00,5.98,14169.0,Germany
549979,22557,PLASTERS IN TIN CIRCUS PARADE,21,2011-11-11 16:02:00,3.89,14337.0,United Kingdom
536892,84406B,CREAM CUPID HEARTS COAT HANGER,54,2011-02-09 15:44:00,2.67,18529.0,United Kingdom
549629,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2011-04-28 18:39:00,1.57,19931.0,United Kingdom
542810,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-07-13 11:33:00,2.72,,United Kingdom
548979,22423,REGENCY CAKESTAND 3 TIER,8,2010-09-15 12:59:00,17.18,15524.0,United Kingdom
540215,22551,PLASTERS IN TIN WOODLAND ANIMALS,6,2010-02-26 18:32:00,2.83,12646.0,United Kingdom
550959,23343,JUMBO BAG OWLS,15,2011-10-20 17:15:00,5.24,15707.0,United Kingdom
555227,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,2011-11-04 13:30:00,2.69,15185.0,United Kingdom
544901,22470,HEART OF WICKER LARGE,2,2010-07-23 10:50:00,7.17,19999.0,United Kingdom
544165,23166,MEDIUM CERAMIC TOP STORAGE JAR,8,2010-12-01 11:55:00,3.67,17013.0,United Kingdom
543625,71053,WHITE METAL LANTERN,60,2010-02-07 11:13:00,6.02,15672.0,United Kingdom
552288,21730,GLASS STAR FROSTED T-LIGHT HOLDER,25,2010-04-23 10:01:00,2.22,16981.0,Norway
558087,22554,PLASTERS IN TIN SKULLS,11,2011-08-03 11:18:00,4.12,18444.0,United Kingdom
543711,22551,PLASTERS IN TIN WOODLAND ANIMALS,3,2010-12-23 14:10:00,3.8,18238.0,United Kingdom
550251,85123B,,2,2011-07-03 12:51:00,1.43,20035.0,Germany
537673,21232,STRAWBERRY CERAMIC TRINKET BOX,6,2011-12-17 18:42:00,1.91,17096.0,United Kingdom
542793,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-07-06 10:15:00,4.13,15898.0,United Kingdom
544574,23343,JUMBO BAG OWLS,4,2011-06-28 12:58:00,4.44,16746.0,United Kingdom
554505,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-10-23 13:55:00,2.0,16599.0,Norway
552214,22551,PLASTERS IN TIN WOODLAND ANIMALS,14,2011-02-08 17:46:00,4.21,17014.0,United Kingdom
542756,84029E,RED WOOLLY HOTTIE WHITE HEART,42,2010-11-25 15:35:00,3.49,16899.0,United Kingdom
C546181,84029E,RED WOOLLY HOTTIE WHITE HEART,-5,2010-02-13 12:07:00,5.63,13252.0,USA
541507,85123B,IVORY HANGING HEART T-LIGHT HOLDER,4,2011-08-17 15:11:00,2.01,15150.0,Germany
537905,47566,PARTY BUNTING,16,2011-12-12 17:44:00,4.97,16592.0,France
536911,22551,PLASTERS IN TIN WOODLAND ANIMALS,15,2010-08-23 13:05:00,4.24,16069.0,United Kingdom
541766,M,Manual,12,2010-01-31 13:54:00,36.84,14763.0,Portugal
542227,23343,JUMBO BAG OWLS,6,2011-03-09 16:04:00,4.81,14773.0,United Kingdom
542727,22752,SET 7 BABUSHKA NESTING BOXES,17,2010-06-04 09:47:00,14.62,18886.0,United Kingdom
552128,22752,SET 7 BABUSHKA NESTING BOXES,14,2011-11-28 14:18:00,8.18,18590.0,United Kingdom
555084,22554,,2,2011-07-07 10:44:00,3.25,18378.0,United Kingdom
539344,21212,PACK OF 72 RETROSPOT CAKE CASES,21,2011-09-02 17:25:00,0.97,13031.0,United Kingdom
538845,22470,HEART OF WICKER LARGE,3,2011-11-27 13:58:00,5.18,14144.0,United Kingdom
545563,22554,PLASTERS IN TIN SKULLS,7,2010-11-23 09:20:00,1.87,17860.0,United Kingdom
547615,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-01-23 09:51:00,3.49,13010.0,United Kingdom
